Title,ID,Study_Type,PDF_File,Error
Adipose derived mesenchymal stem cell therapy in the treatment of isolated knee chondral lesions: design of a randomised controlled pilot study comparing arthroscopic microfracture versus arthroscopic microfracture combined with postoperative mesenchymal stem cell injections,26685030,rct,PMC4691736,TBD
Measuring behaviours for escaping from house fires: use of latent variable models to summarise multiple behaviours,26670153,rct,PMC4678525,TBD
Comparison of Clinical Outcome of Autograft and Allograft Reconstruction for Anterior Cruciate Ligament Tears,26612290,rct,PMC4794891,TBD
Randomized controlled trial to investigate the effect of metal clips on early migration during stent implantation for malignant esophageal stricture,26574828,rct,PMC4651688,TBD
"Hypofractionated radiotherapy versus conventionally fractionated radiotherapy for patients with intermediate-risk localised prostate cancer: 2-year patient-reported outcomes of the randomised, non-inferiority, phase 3 CHHiP trial",26522334,rct,PMC4664817,TBD
"Randomized, prospective assessment of moisturizer efficacy for the treatment of radiation dermatitis following radiotherapy after breast-conserving surgery",26491204,rct,PMC4653048,TBD
Further reductions in nonvertebral fracture rate with long-term denosumab treatment in the FREEDOM open-label extension and influence of hip bone mineral density after 3 years,26068295,rct,PMC4656715,TBD
Does the position of shoulder immobilization after reduced anterior glenohumeral dislocation affect coaptation of a Bankart lesion? An arthrographic comparison,25894458,rct,PMC4633418,TBD
"The Effect of Paracetamol on Core Body Temperature in Acute Traumatic Brain Injury: A Randomised, Controlled Clinical Trial",26678710,rct,PMC4683067,TBD
Clinical impact of the disposable ventouse iCup® versus a metallic vacuum cup: a multicenter randomized controlled trial,26666981,rct,PMC4678725,TBD
Work of Breathing into Snow in the Presence versus Absence of an Artificial Air Pocket Affects Hypoxia and Hypercapnia of a Victim Covered with Avalanche Snow: A Randomized Double Blind Crossover Study,26666523,rct,PMC4682855,PDF Download
Randomized controlled trial of a web-based indoor tanning intervention: Acceptability and preliminary outcomes,26651469,rct,PMC4681403,TBD
Early Results of a Helmetless-Tackling Intervention to Decrease Head Impacts in Football Players,26651278,rct,PMC4741245,TBD
The long-term effect of being treated in a geriatric ward compared to an orthopaedic ward on six measures of free-living physical behavior 4 and 12 months after a hip fracture - a randomised controlled trial,26637222,rct,PMC4670513,TBD
The effect of lower body burns on physical function,26421695,rct,PMC4681603,TBD
Demarcation of secondary hyperalgesia zones: Punctate stimulation pressure matters,26310180,rct,PMC4651781,TBD
The effect of 8 or 5 years of denosumab treatment in postmenopausal women with osteoporosis: results from the FREEDOM Extension study,26202488,rct,PMC4656716,TBD
Two-year outcomes on bone density and fracture incidence in patients with T2DM randomized to bariatric surgery versus intensive medical therapy,26193177,rct,PMC4701611,TBD
Are Live Ultrasound Models Replaceable? Traditional versus Simulated Education Module for FAST Exam,26594272,rct,PMC4651576,TBD
Endovascular repair for acute traumatic transection of the descending thoracic aorta: experience of a single centre with a 12-years follow up,26590963,rct,PMC4655082,TBD
Effect of ATorvastatin On Chronic subdural Hematoma (ATOCH): a study protocol for a randomized controlled trial,26581842,rct,PMC4652431,TBD
An Interactive Text Message Intervention to Reduce Binge Drinking in Young Adults: A Randomized Controlled Trial with 9-Month Outcomes,26580802,rct,PMC4651466,TBD
"Effect of exercises with weight vests and a patient education programme for women with osteopenia and a healed wrist fracture: a randomized, controlled trial of the OsteoACTIVE programme",26578370,rct,PMC4650105,TBD
"Effects of protein-rich nutritional supplementation and bisphosphonates on body composition, handgrip strength and health-related quality of life after hip fracture: a 12-month randomized controlled study",26572609,rct,PMC4647612,TBD
Landing Technique and Performance in Youth Athletes After a Single Injury-Prevention Program Session,26523663,rct,PMC4732394,TBD
Wireless Versus Wired Iontophoresis for Treating Patellar Tendinopathy: A Randomized Clinical Trial,26509681,rct,PMC4732396,TBD
"Association of transfusion red blood cell storage age and blood oxygenation, long-term neurologic outcome, and mortality in traumatic brain injury",26496111,rct,PMC4621763,TBD
The marriage of surgical simulation and telementoring for damage-control surgical training of operational first responders: A pilot study,26422331,rct,PMC4623848,TBD
Neonatal Magnetic Resonance Imaging Pattern of Brain Injury as a Biomarker of Childhood Outcomes following a Trial of Hypothermia for Neonatal Hypoxic-Ischemic Encephalopathy,26387012,rct,PMC4700815,TBD
A randomized trial of diagnostic ultrasound to improve outcomes in focal neuropathies,26296394,rct,PMC4596792,TBD
Clinical efficacy and safety of monthly oral ibandronate 100 mg versus monthly intravenous ibandronate 1 mg in Japanese patients with primary osteoporosis,26001561,rct,PMC4605968,TBD
The Head Injury Retrieval Trial (HIRT): a single-centre randomised controlled trial of physician prehospital management of severe blunt head injury compared with management by paramedics only,25795741,rct,PMC4680192,TBD
Pronator quadratus repair after volar plating of distal radius fractures or not? Results of a prospective randomized trial,26607745,rct,PMC4660810,TBD
Optimizing physical activity among older adults post trauma: Overcoming system and patient challenges,26547682,rct,PMC4637820,TBD
Targeting inflammation to influence mood following spinal cord injury: a randomized clinical trial,26545369,rct,PMC4636770,TBD
The Sustainability of an Occupational Skin Cancer Prevention Program,26539769,rct,PMC4638159,TBD
Biodegradable magnesium screws and vascularized iliac grafting for displaced femoral neck fracture in young adults,26527162,rct,PMC4631087,TBD
Effects of a Web-Based Intervention on Family Functioning Following Pediatric Traumatic Brain Injury,26461100,rct,PMC4635046,TBD
Efficacy of the FIFA 11+ Injury Prevention Program in the Collegiate Male Soccer Player,26378030,rct,PMC4839291,TBD
FRAX and the effect of teriparatide on vertebral and non-vertebral fracture,26092063,rct,PMC4913866,TBD
The effect of burn on serum concentrations of sclerostin and FGF23,25922302,rct,PMC4618193,TBD
Single-dose effects of whole body vibration on quadriceps strength in individuals with motor-incomplete spinal cord injury,25664489,rct,PMC4725812,TBD
Effectiveness of Blind & Ultrasound Guided Corticosteroid Injection in Impingement Syndrome,26925901,rct,PMC4965676,TBD
Comparison between the effects of progesterone versus corticosteroid local injections in mild and moderate carpal tunnel syndrome: a randomized clinical trial,26502966,rct,PMC4623292,TBD
Collection of Wound Exudate From Human Digit Tip Amputations Does Not Impair Regenerative Healing: A Randomized Trial,26469916,rct,PMC4616794,TBD
Technology-Enhanced Stepped Collaborative Care Targeting Posttraumatic Stress Disorder and Comorbidity After Injury: A Randomized Controlled Trial,26467327,rct,PMC5549940,TBD
Repetitive Transcranial Magnetic Stimulation (rTMS) for the cognitive rehabilitation of traumatic brain injury (TBI) victims: study protocol for a randomized controlled trial,26438108,rct,PMC4594992,TBD
"Covered metallic stents with an anti-migration design vs. uncovered stents for the palliation of malignant gastric outlet obstruction: a multicenter, randomized trial",26372507,rct,PMC4697131,TBD
Tolerance and dose-volume relationship of intrathoracic stomach irradiation after esophagectomy for patients with thoracic esophageal squamous cell carcinoma,26314958,rct,PMC4741672,TBD
Management of painful temporomandibular joint clicking with different intraoral devices and counseling: a controlled study,26200526,rct,PMC4621948,TBD
"A randomized, controlled trial of the effect of rilpivirine versus efavirenz on cardiovascular risk in healthy volunteers",26169561,rct,PMC4566963,TBD
Altered pain modulation in patients with persistent postendodontic pain,26098442,rct,PMC4770334,TBD
"The effect of Astym® Therapy on muscle strength: a blinded, randomized, clinically controlled trial",26510526,rct,PMC4625642,TBD
SOFIE: Surgery for Olecranon Fractures in the Elderly: a randomised controlled trial of operative versus non-operative treatment,26507718,rct,PMC4624605,TBD
"HOPE-trial: hemiarthroplasty compared to total hip arthroplasty for displaced femoral neck fractures in the elderly-elderly, a randomized controlled trial",26480938,rct,PMC4617887,TBD
Forearm Skin Blood Flow After Kinesiology Taping in Healthy Soccer Players: An Exploratory Investigation,26445024,rct,PMC4641545,TBD
Acute and Short-term Toxic Effects of Conventionally Fractionated vs Hypofractionated Whole-Breast Irradiation: A Randomized Clinical Trial,26247543,rct,PMC4635441,TBD
The Effects of Local Warming on Surgical Site Infection,26125454,rct,PMC4593881,TBD
UK Fixation of Distal Tibia Fractures (UK FixDT): protocol for a randomised controlled trial of 'locking' plate fixation versus intramedullary nail fixation in the treatment of adult patients with a displaced fracture of the distal tibia,26384729,rct,PMC4577877,TBD
Effect of Growth Hormone Treatment on Fractures and Quality of Life in Postmenopausal Osteoporosis: A 10-Year Follow-Up Study,26312576,rct,PMC4570174,PDF Download
A randomized controlled trial of green tea catechins in protection against ultraviolet radiation-induced cutaneous inflammation,26178731,rct,PMC4548173,TBD
Association between drug-specific indicators of prescribing quality and quality of drug treatment: a validation study,26147790,rct,PMC4758385,TBD
Efficacy of weekly teriparatide does not vary by baseline fracture probability calculated using FRAX,26092062,rct,PMC4532707,PDF Download
Intramedullary nailing versus proximal plating in the management of closed extra-articular proximal tibial fracture: a randomized controlled trial,25588847,rct,PMC4559538,TBD
"Impact of a nurse-led programme on comorbidity management and impact of a patient self-assessment of disease activity on the management of rheumatoid arthritis: results of a prospective, multicentre, randomised, controlled trial (COMEDRA)",24872377,rct,PMC4552897,TBD
A comparison of intervention and conservative treatment for angulated fractures of the distal forearm in children (AFIC): study protocol for a randomized controlled trial,26424510,rct,PMC4590691,TBD
Protocol for a randomised controlled trial of standard wound management versus negative pressure wound therapy in the treatment of adult patients with an open fracture of the lower limb: UK Wound management of Lower Limb Fractures (UK WOLLF),26395498,rct,PMC4593163,TBD
Value-based cognitive-behavioural therapy for the prevention of chronic whiplash associated disorders: protocol of a randomized controlled trial,26323830,rct,PMC4553921,TBD
Influence of perioperative dexamethasone on delayed union in mandibular fractures: A clinical and radiological study,26241455,rct,PMC4598933,TBD
Risk of anterior cruciate ligament fatigue failure is increased by limited internal femoral rotation during in vitro repeated pivot landings,26122384,rct,PMC4615705,TBD
Therapeutic Hypothermia Reduces Intracranial Pressure and Partial Brain Oxygen Tension in Patients with Severe Traumatic Brain Injury: Preliminary Data from the Eurotherm3235 Trial,26060880,rct,PMC4575517,TBD
Attenuation of indirect markers of eccentric exercise-induced muscle damage by curcumin,25921600,rct,PMC4536282,TBD
Early Surgery versus Initial Conservative Treatment in Patients with Traumatic Intracerebral Hemorrhage (STITCH[Trauma]): The First Randomized Trial,25738794,rct,PMC4545564,TBD
Omega-3 fatty acids' effect on leptin and adiponectin concentrations in patients with spinal cord injury: A double-blinded randomized clinical trial,25096818,rct,PMC4535802,TBD
An Economic Evaluation of TENS in Addition to Usual Primary Care Management for the Treatment of Tennis Elbow: Results from the TATE Randomized Controlled Trial,26317528,rct,PMC4552676,TBD
The effect of concentrated bone marrow aspirate in operative treatment of fifth metatarsal stress fractures; a double-blind randomized controlled trial,26290323,rct,PMC4546041,TBD
